osm_id,coll_date,num_households_premises,num_shops_premises,name,population,building_type,type_waste_generator,osmid,ward,building_cluster,region,total_waste,dry_waste,wet_waste,hazardous_waste
986880185,07-Oct-21,97,38,random_4,,residential,,,Ward 61,unk11,unknown_1,831,445,169,217
986880185,07-Oct-21,87,11,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,509,382,123,4
986880185,07-Oct-21,54,33,random_2,,apartments,,,Ward 61,JBCN SCHOOL LANE1,Serenity,578,278,266,34
986880185,07-Oct-21,94,27,random_1,,residential,,,Ward 61,unk1,unknown_4,741,367,207,167
986880185,07-Oct-21,1,40,random_3,,residential,,,Ward 61,unk11,unknown_1,545,96,237,212
986880185,07-Oct-21,19,13,random_6,,residential,,,Ward 61,JBCN SCHOOL LANE1,Serenity,976,403,237,336
986880185,07-Oct-21,73,44,random_7,,residential,,,Ward 61,unk11,unknown_1,1121,272,418,431
986880185,07-Oct-21,26,5,random_8,,residential,,,Ward 61,unk11,unknown_1,936,331,426,179
986880185,07-Oct-21,80,41,random_9,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,907,490,407,10
986880185,07-Oct-21,94,20,random_11,,residential,,,Ward 61,unk11,unknown_1,1162,484,275,403
986880185,07-Oct-21,99,36,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,988,365,304,319
986880185,07-Oct-21,94,3,random_10,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,864,429,0,435
986880185,07-Oct-21,41,2,random_13,,residential,,,Ward 61,unk11,unknown_1,154,36,48,70
986880185,07-Oct-21,89,14,random_12,,residential,,,Ward 61,unk1,unknown_4,524,213,252,59
986880185,07-Oct-21,33,45,random_14,,residential,,,Ward 61,unk11,unknown_1,766,97,242,427
986880185,07-Oct-21,37,34,random_15,,residential,,,Ward 61,unk11,unknown_1,301,223,60,18
986880185,07-Oct-21,36,7,random_16,,residential,,,Ward 61,unk11,unknown_1,287,179,101,7
986880185,07-Oct-21,48,30,random_17,,residential,,,Ward 61,unk11,unknown_1,923,202,419,302
986880185,07-Oct-21,28,15,random_18,,residential,,,Ward 61,unk11,unknown_1,1014,344,410,260
986880185,07-Oct-21,89,36,random_19,Off New Link Road,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,718,54,332,332
986880185,07-Oct-21,22,46,Raigad Military School,,school,,,Ward 61,unk1,unknown_4,737,117,341,279
986880185,07-Oct-21,81,21,random_20,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,841,297,137,407
986880185,07-Oct-21,95,48,random_21,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,504,219,162,123
986880185,07-Oct-21,85,7,Samruddhi CHS,Oshiwara Link Road,residential,,,Ward 61,Walawalkar1,Walawalkar,640,318,210,112
986880185,07-Oct-21,90,17,Oshiwara Basera,,residential,,,Ward 61,Walawalkar1,Walawalkar,765,377,343,45
986880185,07-Oct-21,91,8,East Side Apartments,,apartments,,,Ward 61,Walawalkar1,Walawalkar,605,307,76,222
986880185,07-Oct-21,49,37,Anand Vihar,,residential,,,Ward 61,Walawalkar1,Walawalkar,88,22,54,12
986880185,07-Oct-21,90,16,Meera C.H.S.,"Link Road Extension, Oshiwara, Andheri West",residential,,,Ward 61,MEGA MALL 1,unknown_3,762,336,398,28
986880185,07-Oct-21,13,9,random_22,,yes,,,Ward 61,Techweb centre,Tarapore Garden,493,26,451,16
986880185,07-Oct-21,68,18,random_23,,yes,,,Ward 61,Techweb centre,Tarapore Garden,897,288,255,354
986880185,07-Oct-21,34,14,random_24,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,682,360,291,31
986880185,07-Oct-21,79,49,random_25,,yes,,,Ward 61,Walawalkar2,Walawalkar,820,482,267,71
986880185,07-Oct-21,50,50,Sanskar,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,1163,299,372,492
986880185,07-Oct-21,48,47,random_26,,yes,,,Ward 61, Evershine Green,maheshwari chowk,379,77,164,138
986880185,07-Oct-21,73,39,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,454,157,10,287
986880185,07-Oct-21,66,43,random_27,,yes,,,Ward 61,MEGA MALL 1,unknown_3,989,106,394,489
986880185,07-Oct-21,13,18,random_28,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,860,222,258,380
986880185,07-Oct-21,43,4,random_29,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,852,223,379,250
986880185,07-Oct-21,28,36,random_30,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1056,238,436,382
986880185,07-Oct-21,58,5,random_31,,yes,,,Ward 61,Walawalkar2,Walawalkar,429,11,378,40
986880185,07-Oct-21,18,16,random_32,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,1054,325,391,338
986880185,07-Oct-21,74,28,random_33,,yes,,,Ward 61,MEGA MALL 1,unknown_3,673,470,7,196
986880185,07-Oct-21,24,50,random_34,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,752,472,79,201
986880185,07-Oct-21,40,50,random_35,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,556,127,246,183
986880185,07-Oct-21,95,17,random_36,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1044,403,347,294
986880185,07-Oct-21,90,18,random_37,,yes,,,Ward 61,Walawalkar1,Walawalkar,523,390,96,37
986880185,07-Oct-21,88,40,random_38,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,857,381,80,396
986880185,07-Oct-21,32,17,Sargam,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,438,387,14,37
986880185,07-Oct-21,41,29,random_39,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,1121,449,499,173
986880185,07-Oct-21,92,35,Marigold Apartments,Off New Link Road,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1073,303,473,297
986880185,07-Oct-21,25,12,random_40,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,841,339,177,325
986880185,07-Oct-21,68,10,Link Way,,yes,,,Ward 61,Walawalkar2,Walawalkar,939,342,98,499
986880185,07-Oct-21,48,49,random_41,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,659,111,241,307
986880185,07-Oct-21,34,38,random_42,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,1143,410,326,407
986880185,07-Oct-21,66,39,random_43,,yes,,,Ward 61,MEGA MALL 1,unknown_3,1067,357,210,500
986880185,07-Oct-21,88,45,random_44,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1050,419,303,328
986880185,07-Oct-21,45,41,random_45,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,731,122,236,373
986880185,07-Oct-21,25,14,random_46,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,608,227,236,145
986880185,07-Oct-21,12,16,random_47,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,554,117,261,176
986880185,07-Oct-21,12,40,random_48,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,663,333,151,179
986880185,07-Oct-21,15,22,random_49,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,1179,471,429,279
986880185,07-Oct-21,44,44,random_50,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,845,270,101,474
986880185,07-Oct-21,57,7,random_51,,yes,,,Ward 61,Walawalkar2,Walawalkar,946,123,434,389
986880185,07-Oct-21,26,35,random_52,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,248,54,154,40
986880185,07-Oct-21,20,46,random_53,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,632,93,330,209
986880185,07-Oct-21,61,9,random_54,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,690,7,443,240
986880185,07-Oct-21,60,48,Utsav,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,841,269,412,160
986880185,07-Oct-21,31,22,random_55,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,990,359,436,195
986880185,07-Oct-21,54,7,Garden View - Dr Kaushal Shah's Residence,Off New Link Rd,yes,,,Ward 61,Walawalkar1,Walawalkar,906,233,494,179
986880185,07-Oct-21,77,43,Rajrani Malhotra Vidyalaya,,school,,,Ward 61,Walawalkar2,Walawalkar,710,347,302,61
986880185,07-Oct-21,57,34,random_56,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1040,478,449,113
986880185,07-Oct-21,84,4,random_57,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,825,258,167,400
986880185,07-Oct-21,88,38,Rajnigandha,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,627,273,182,172
986880185,07-Oct-21,40,8,random_58,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,749,483,131,135
986880185,07-Oct-21,93,44,random_59,,yes,,,Ward 61,Walawalkar2,Walawalkar,1286,443,449,394
986880185,07-Oct-21,93,5,random_60,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,752,208,338,206
986880185,07-Oct-21,50,35,Kaveri,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,425,149,191,85
986880185,07-Oct-21,99,17,random_61,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1077,285,478,314
986880185,07-Oct-21,42,31,random_62,,yes,,,Ward 61,Techweb centre,Tarapore Garden,514,29,254,231
986880185,07-Oct-21,46,6,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1374,467,448,459
986880185,07-Oct-21,73,39,random_63,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,514,93,94,327
986880185,07-Oct-21,73,29,random_64,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,612,193,38,381
986880185,07-Oct-21,74,31,random_65,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,576,242,230,104
986880185,07-Oct-21,15,3,random_66,,yes,,,Ward 61,GREEN PARK,Heera Panna,901,192,383,326
986880185,07-Oct-21,8,23,random_67,,yes,,,Ward 61,GREEN PARK,Heera Panna,294,53,90,151
986880185,07-Oct-21,49,8,random_68,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,642,87,228,327
986880185,07-Oct-21,11,43,random_69,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,607,330,204,73
986880185,07-Oct-21,37,34,random_70,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,334,76,55,203
986880185,07-Oct-21,49,46,random_71,,yes,,,Ward 61,GREEN PARK,Heera Panna,330,160,41,129
986880185,07-Oct-21,98,30,random_72,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,821,119,265,437
986880185,07-Oct-21,43,10,random_73,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,956,425,253,278
986880185,07-Oct-21,92,35,random_74,,yes,,,Ward 61,GREEN PARK,Heera Panna,746,196,307,243
986880185,07-Oct-21,70,14,random_75,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,788,105,262,421
986880185,07-Oct-21,74,21,random_76,,yes,,,Ward 61,GREEN PARK,Heera Panna,951,431,254,266
986880185,07-Oct-21,41,17,random_77,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,694,150,200,344
986880185,07-Oct-21,70,9,random_78,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,1001,249,304,448
986880185,07-Oct-21,55,17,random_79,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,575,318,86,171
986880185,07-Oct-21,98,19,random_80,,yes,,,Ward 61,unk11,unknown_1,989,494,224,271
986880185,07-Oct-21,55,29,random_81,,yes,,,Ward 61,unk11,unknown_1,399,227,90,82
986880185,07-Oct-21,23,31,random_82,,apartments,,,Ward 61,unk11,unknown_1,668,448,212,8
986880185,07-Oct-21,91,34,Shantivan Bldg no. 4-7,Off New Link Road,residential,,,Ward 61,Walawalkar2,Walawalkar,366,34,40,292
986880185,07-Oct-21,27,2,random_83,,yes,,,Ward 61,unk11,unknown_1,1098,474,327,297
986880185,07-Oct-21,98,23,random_84,,yes,,,Ward 61,unk22,unknown_2,940,485,80,375
986880185,07-Oct-21,70,15,random_85,,yes,,,Ward 61,unk22,unknown_2,350,188,78,84
986880185,07-Oct-21,68,30,random_86,,yes,,,Ward 61,BMC1,BMC colony,770,261,37,472
986880185,07-Oct-21,63,14,random_87,,yes,,,Ward 61,unk2,unknown_2,1118,487,265,366
986880185,07-Oct-21,86,22,random_88,,yes,,,Ward 61,unk11,unknown_1,409,228,10,171
986880185,07-Oct-21,95,40,random_89,,yes,,,Ward 61,unk22,unknown_2,1077,456,172,449
986880185,07-Oct-21,14,18,random_90,,yes,,,Ward 61,unk22,unknown_2,538,322,96,120
986880185,07-Oct-21,69,45,random_91,,yes,,,Ward 61,unk22,unknown_2,1296,412,429,455
986880185,07-Oct-21,82,7,random_92,,yes,,,Ward 61,BMC1,BMC colony,872,416,76,380
986880185,07-Oct-21,77,46,random_93,,yes,,,Ward 61,unk2,unknown_2,1003,424,137,442
986880185,07-Oct-21,83,27,random_94,,yes,,,Ward 61,unk22,unknown_2,521,46,448,27
986880185,07-Oct-21,90,5,random_95,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,633,71,479,83
986880185,07-Oct-21,72,10,random_96,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,833,428,344,61
986880185,07-Oct-21,90,49,random_97,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,523,12,296,215
986880185,07-Oct-21,38,28,Shantivan Bldg no. 1-3,Off New Link Road,apartments,,,Ward 61,Walawalkar2,Walawalkar,611,293,146,172
986880185,07-Oct-21,71,3,random_98,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,232,120,46,66
986880185,07-Oct-21,94,0,random_99,,yes,,,Ward 61,Walawalkar1,Walawalkar,1005,433,464,108
986880185,07-Oct-21,63,0,random_100,,apartments,,,Ward 61,unk2,unknown_2,682,284,275,123
986880185,07-Oct-21,100,44,random_101,,yes,,,Ward 61,unk2,unknown_2,862,314,245,303
986880185,07-Oct-21,88,20,random_102,,yes,,,Ward 61,Behram Baug,Behram Baug,1300,382,456,462
986880185,07-Oct-21,59,39,random_103,,yes,,,Ward 61,unk11,unknown_1,448,230,74,144
986880185,07-Oct-21,23,16,random_104,,apartments,,,Ward 61,unk11,unknown_1,748,47,274,427
986880185,07-Oct-21,37,11,random_105,,yes,,,Ward 61,unk22,unknown_2,1257,438,395,424
986880185,07-Oct-21,18,42,random_106,,yes,,,Ward 61,unk2,unknown_2,930,284,219,427
986880185,07-Oct-21,33,50,random_107,,yes,,,Ward 61,unk2,unknown_2,410,221,108,81
986880185,07-Oct-21,90,42,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1214,410,429,375
986880185,07-Oct-21,25,4,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1133,464,405,264
986880185,07-Oct-21,10,40,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,946,324,457,165
986880185,07-Oct-21,31,7,random_108,,yes,,,Ward 61,unk11,unknown_1,471,228,239,4
986880185,07-Oct-21,97,10,random_109,,yes,,,Ward 61,unk11,unknown_1,597,87,434,76
986880185,07-Oct-21,19,21,random_110,,apartments,,,Ward 61,unk11,unknown_1,620,416,55,149
986880185,07-Oct-21,49,27,random_111,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,632,360,38,234
986880185,07-Oct-21,31,45,random_112,,apartments,,,Ward 61,unk11,unknown_1,1082,329,296,457
986880185,07-Oct-21,21,46,random_113,,yes,,,Ward 61,Behram Baug,Behram Baug,602,178,283,141
986880185,07-Oct-21,20,8,random_114,,yes,,,Ward 61,unk11,unknown_1,577,43,276,258
986880185,07-Oct-21,3,32,random_115,,yes,,,Ward 61,Behram Baug,Behram Baug,872,339,401,132
986880185,07-Oct-21,2,28,Oshiwara Police Station,,yes,,,Ward 61,GREEN PARK,Heera Panna,743,405,18,320
986880185,07-Oct-21,88,17,City International School,,school,,,Ward 61,JBCN SCHOOL LANE1,Serenity,873,27,355,491
986880185,07-Oct-21,71,38,Reliable Business Centre,,commercial,,,Ward 61,JBCN SCHOOL LANE1,Serenity,896,335,367,194
986880185,07-Oct-21,81,47,random_116,,apartments,,,Ward 61,unk2,unknown_2,513,359,50,104
986880185,08-Oct-21,20,35,"Transit Camp, Behram Baug",,commercial,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,961,392,244,325
986880185,08-Oct-21,0,21,random_5,,yes,,,Ward 61,GREEN PARK,Heera Panna,805,387,0,418
986880185,08-Oct-21,31,20,Heera Panna,,commercial,,,Ward 61,GREEN PARK,Heera Panna,453,102,43,308
986880185,08-Oct-21,87,27,Park Paradise,,yes,,,Ward 61,Walawalkar1,Walawalkar,948,457,88,403
986880185,08-Oct-21,79,5,Park View,,yes,,,Ward 61,Walawalkar1,Walawalkar,436,125,289,22
986880185,08-Oct-21,97,38,random_4,,residential,,,Ward 61,unk11,unknown_1,618,79,56,483
986880185,08-Oct-21,87,11,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,714,228,13,473
986880185,08-Oct-21,54,33,random_2,,apartments,,,Ward 61,JBCN SCHOOL LANE1,Serenity,1027,83,486,458
986880185,08-Oct-21,94,27,random_1,,residential,,,Ward 61,unk1,unknown_4,1178,487,430,261
986880185,08-Oct-21,1,40,random_3,,residential,,,Ward 61,unk11,unknown_1,212,69,39,104
986880185,08-Oct-21,19,13,random_6,,residential,,,Ward 61,JBCN SCHOOL LANE1,Serenity,390,8,195,187
986880185,08-Oct-21,73,44,random_7,,residential,,,Ward 61,unk11,unknown_1,726,129,438,159
986880185,08-Oct-21,26,5,random_8,,residential,,,Ward 61,unk11,unknown_1,1182,490,460,232
986880185,08-Oct-21,80,41,random_9,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,831,371,399,61
986880185,08-Oct-21,94,20,random_11,,residential,,,Ward 61,unk11,unknown_1,680,263,61,356
986880185,08-Oct-21,99,36,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,685,286,217,182
986880185,08-Oct-21,94,3,random_10,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,1069,264,341,464
986880185,08-Oct-21,41,2,random_13,,residential,,,Ward 61,unk11,unknown_1,521,28,208,285
986880185,08-Oct-21,89,14,random_12,,residential,,,Ward 61,unk1,unknown_4,682,292,25,365
986880185,08-Oct-21,33,45,random_14,,residential,,,Ward 61,unk11,unknown_1,1260,380,380,500
986880185,08-Oct-21,37,34,random_15,,residential,,,Ward 61,unk11,unknown_1,899,359,54,486
986880185,08-Oct-21,36,7,random_16,,residential,,,Ward 61,unk11,unknown_1,629,58,119,452
986880185,08-Oct-21,48,30,random_17,,residential,,,Ward 61,unk11,unknown_1,640,6,316,318
986880185,08-Oct-21,28,15,random_18,,residential,,,Ward 61,unk11,unknown_1,191,47,75,69
986880185,08-Oct-21,89,36,random_19,Off New Link Road,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,379,123,242,14
986880185,08-Oct-21,22,46,Raigad Military School,,school,,,Ward 61,unk1,unknown_4,918,133,330,455
986880185,08-Oct-21,81,21,random_20,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,418,154,119,145
986880185,08-Oct-21,95,48,random_21,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,727,449,208,70
986880185,08-Oct-21,85,7,Samruddhi CHS,Oshiwara Link Road,residential,,,Ward 61,Walawalkar1,Walawalkar,1245,418,374,453
986880185,08-Oct-21,90,17,Oshiwara Basera,,residential,,,Ward 61,Walawalkar1,Walawalkar,1120,413,313,394
986880185,08-Oct-21,91,8,East Side Apartments,,apartments,,,Ward 61,Walawalkar1,Walawalkar,80,25,21,34
986880185,08-Oct-21,49,37,Anand Vihar,,residential,,,Ward 61,Walawalkar1,Walawalkar,1172,396,465,311
986880185,08-Oct-21,90,16,Meera C.H.S.,"Link Road Extension, Oshiwara, Andheri West",residential,,,Ward 61,MEGA MALL 1,unknown_3,225,66,9,150
986880185,08-Oct-21,13,9,random_22,,yes,,,Ward 61,Techweb centre,Tarapore Garden,778,280,261,237
986880185,08-Oct-21,68,18,random_23,,yes,,,Ward 61,Techweb centre,Tarapore Garden,882,215,196,471
986880185,08-Oct-21,34,14,random_24,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,692,201,218,273
986880185,08-Oct-21,79,49,random_25,,yes,,,Ward 61,Walawalkar2,Walawalkar,901,398,101,402
986880185,08-Oct-21,50,50,Sanskar,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,924,291,231,402
986880185,08-Oct-21,48,47,random_26,,yes,,,Ward 61, Evershine Green,maheshwari chowk,639,68,163,408
986880185,08-Oct-21,73,39,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,386,74,180,132
986880185,08-Oct-21,66,43,random_27,,yes,,,Ward 61,MEGA MALL 1,unknown_3,895,348,63,484
986880185,08-Oct-21,13,18,random_28,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,909,328,279,302
986880185,08-Oct-21,43,4,random_29,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,959,291,196,472
986880185,08-Oct-21,28,36,random_30,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,387,188,54,145
986880185,08-Oct-21,58,5,random_31,,yes,,,Ward 61,Walawalkar2,Walawalkar,1169,274,458,437
986880185,08-Oct-21,18,16,random_32,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,393,219,166,8
986880185,08-Oct-21,74,28,random_33,,yes,,,Ward 61,MEGA MALL 1,unknown_3,1075,444,290,341
986880185,08-Oct-21,24,50,random_34,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,634,438,7,189
986880185,08-Oct-21,40,50,random_35,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,814,292,95,427
986880185,08-Oct-21,95,17,random_36,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,238,47,42,149
986880185,08-Oct-21,90,18,random_37,,yes,,,Ward 61,Walawalkar1,Walawalkar,736,24,314,398
986880185,08-Oct-21,88,40,random_38,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,923,440,150,333
986880185,08-Oct-21,32,17,Sargam,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,468,15,183,270
986880185,08-Oct-21,41,29,random_39,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,352,35,256,61
986880185,08-Oct-21,92,35,Marigold Apartments,Off New Link Road,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,970,402,438,130
986880185,08-Oct-21,25,12,random_40,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1079,456,169,454
986880185,08-Oct-21,68,10,Link Way,,yes,,,Ward 61,Walawalkar2,Walawalkar,426,157,73,196
986880185,08-Oct-21,48,49,random_41,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,505,103,18,384
986880185,08-Oct-21,34,38,random_42,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,1269,492,492,285
986880185,08-Oct-21,66,39,random_43,,yes,,,Ward 61,MEGA MALL 1,unknown_3,966,333,312,321
986880185,08-Oct-21,88,45,random_44,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1035,130,449,456
986880185,08-Oct-21,45,41,random_45,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1142,450,212,480
986880185,08-Oct-21,25,14,random_46,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,873,295,349,229
986880185,08-Oct-21,12,16,random_47,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,462,176,163,123
986880185,08-Oct-21,12,40,random_48,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,922,416,64,442
986880185,08-Oct-21,15,22,random_49,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,1050,319,442,289
986880185,08-Oct-21,44,44,random_50,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1120,429,456,235
986880185,08-Oct-21,57,7,random_51,,yes,,,Ward 61,Walawalkar2,Walawalkar,488,26,217,245
986880185,08-Oct-21,26,35,random_52,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,990,471,255,264
986880185,08-Oct-21,20,46,random_53,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,676,135,408,133
986880185,08-Oct-21,61,9,random_54,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,551,6,191,354
986880185,08-Oct-21,60,48,Utsav,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,543,57,87,399
986880185,08-Oct-21,31,22,random_55,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,444,126,262,56
986880185,08-Oct-21,54,7,Garden View - Dr Kaushal Shah's Residence,Off New Link Rd,yes,,,Ward 61,Walawalkar1,Walawalkar,971,304,433,234
986880185,08-Oct-21,77,43,Rajrani Malhotra Vidyalaya,,school,,,Ward 61,Walawalkar2,Walawalkar,779,275,197,307
986880185,08-Oct-21,57,34,random_56,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,844,91,316,437
986880185,08-Oct-21,84,4,random_57,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,966,351,334,281
986880185,08-Oct-21,88,38,Rajnigandha,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,566,380,93,93
986880185,08-Oct-21,40,8,random_58,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,841,107,414,320
986880185,08-Oct-21,93,44,random_59,,yes,,,Ward 61,Walawalkar2,Walawalkar,550,90,111,349
986880185,08-Oct-21,93,5,random_60,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,845,117,458,270
986880185,08-Oct-21,50,35,Kaveri,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,860,469,280,111
986880185,08-Oct-21,99,17,random_61,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1049,324,351,374
986880185,08-Oct-21,42,31,random_62,,yes,,,Ward 61,Techweb centre,Tarapore Garden,1027,417,162,448
986880185,08-Oct-21,46,6,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,762,32,375,355
986880185,08-Oct-21,73,39,random_63,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,976,296,414,266
986880185,08-Oct-21,73,29,random_64,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,807,240,213,354
986880185,08-Oct-21,74,31,random_65,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,532,271,75,186
986880185,08-Oct-21,15,3,random_66,,yes,,,Ward 61,GREEN PARK,Heera Panna,718,443,67,208
986880185,08-Oct-21,8,23,random_67,,yes,,,Ward 61,GREEN PARK,Heera Panna,845,275,201,369
986880185,08-Oct-21,49,8,random_68,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,638,179,265,194
986880185,08-Oct-21,11,43,random_69,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,941,391,250,300
986880185,08-Oct-21,37,34,random_70,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,715,213,33,469
986880185,08-Oct-21,49,46,random_71,,yes,,,Ward 61,GREEN PARK,Heera Panna,1231,379,382,470
986880185,08-Oct-21,98,30,random_72,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,1052,367,312,373
986880185,08-Oct-21,43,10,random_73,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,437,32,330,75
986880185,08-Oct-21,92,35,random_74,,yes,,,Ward 61,GREEN PARK,Heera Panna,814,359,297,158
986880185,08-Oct-21,70,14,random_75,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,663,323,131,209
986880185,08-Oct-21,74,21,random_76,,yes,,,Ward 61,GREEN PARK,Heera Panna,247,132,52,63
